FILTER_Mutect2 FILTER_Freebayes FILTER_Vardict FILTER_Varscan m2_MQ f_MQMR vs_SSC vs_SPV vd_SSF vd_MSI True_SNV
0 0 1 0 53.11460656991396 51.09602268538573 2.0 0.62783 0.0 6.0 0
0 0 0 1 64.55981119005983 67.76513509696309 24.0 0.0035588 0.015323201952315142 7.417794732880749 0
0 1 0 0 23.96789201566432 3.88679 -26.94262707701545 -0.028233032624204624 0.15672541400356324 9.2543885426064 0
0 0 0 1 48.651018139733424 30.188894304723977 13.0 0.043528 0.2661110801798847 7.558982549313565 0
0 0 1 1 34.81 22.46222472826621 23.0 0.0043715 0.03642 2.0 0
1 0 0 0 32.24 13.046872888805453 8.42056579196674 0.007931726891883734 0.20299035695807854 1.94578729113316 0
0 0 0 1 32.37412446288652 24.0332 13.0 0.041688 0.08019 2.0 0
0 1 1 1 41.732735818114854 23.1111 18.0 0.015782 0.00447 1.0 0
0 0 0 1 35.175637496658645 16.199855928595422 15.0 0.028458 0.67003 2.0 0
0 0 0 1 37.0015879210619 19.96 14.0 0.034287 0.10095 1.0 0
0 0 0 1 48.25085054956882 49.99713796379228 14.0 0.032417 -0.08652887384813082 -1.9099392870890926 0
0 1 0 0 33.608185628048744 0.0 24.19017242332538 0.22484277185704735 1.0 1.0 0
0 0 1 0 43.40940890835527 24.183830529912136 -30.861949347002465 0.2744736068370094 0.57143 1.0 0
0 0 1 0 50.63426649502123 46.64493294942994 10.0 0.089049 0.0485 1.0 0
0 0 0 1 56.23207253238252 52.062835986409496 16.0 0.02359 0.16464987775033674 -1.913488164735135 0
0 0 0 1 42.64881866500862 36.3383073024566 14.0 0.03633 0.3336529435168211 4.5534413108510465 0
0 1 0 0 33.03278676168567 0.0 4.0 0.36204 1.0 3.0 0
0 0 0 1 47.77 39.797048158425 15.0 0.029301 0.04929 2.0 0
0 0 0 1 47.494993226946576 38.443877553121226 33.0 0.00040092 0.29460290379153187 1.9102096983999663 0
0 0 0 1 37.048509991378424 23.239029223088927 16.0 0.024896 0.012380183443041176 0.8200569714917222 0
0 0 0 1 34.8328084787568 16.6923 22.0 0.005481 0.47416 2.0 0
0 0 1 0 49.079608235237046 38.70275566167963 82.31765575136376 0.11645470874574582 0.19269 1.0 0
0 0 0 1 71.26964085215636 77.65828945877824 22.0 0.0054808 -0.21098234614673975 1.214082534694814 0
0 0 1 0 50.496970904775985 39.307010206149656 81.33532761652296 0.06516364434906469 0.0613 2.0 0
0 0 0 1 69.82662391577865 77.6399684063856 23.0 0.0047249 0.06858763095542736 4.235879593122418 0
1 0 0 0 26.71 9.002878237331112 -4.830299804547995 0.3955529956268562 0.42595314708842846 -0.6296630144865665 0
0 0 0 1 47.23756580338456 33.65807396214478 23.0 0.00404 0.18000079217410075 -0.7084196628689288 0
0 0 0 1 37.17 21.3077 20.0 0.0097142 0.48529 4.0 0
0 0 1 1 53.80388880106034 45.71423624390276 10.0 0.080042 0.09774 2.0 0
1 0 0 0 45.02 41.874282172940156 -8.561529474176176 0.4019795824707979 -0.011619087644814535 4.656817900519419 0
0 0 0 1 40.7 26.414795418317834 18.0 0.013012 0.3426 1.0 0
0 0 0 1 30.623968514624707 29.930588659508032 12.0 0.062121 0.1305221780662505 -2.3695246181876533 0
0 0 0 1 53.710190358834176 63.887279213296004 11.0 0.065402 0.2313015074781728 5.413030457536303 0
0 0 1 0 63.937393083673406 66.77527849350545 9.0 0.11265 0.02736 3.0 0
0 1 0 0 34.689426423672046 9.85714 -29.72056053981223 0.22182501629746845 1.0 3.0 0
0 1 0 0 37.2107282796649 11.625 -5.569243454502477 0.28155992869551966 1.0 4.0 0
0 1 0 1 34.36929163411708 11.0 12.0 0.052316 1.0 1.0 0
0 1 0 1 34.94339930445851 12.4 10.0 0.082021 1.0 2.0 0
0 0 0 1 35.58417539395659 11.6923 2.0 0.54211 1.0 4.0 0
0 1 0 0 35.17441570196379 0.0 -21.4574925247373 0.30919262962144833 1.0 2.0 0
0 1 0 0 28.94067881869301 0.0 -51.88542306524238 0.14626950418488094 1.0 3.0 0
0 0 0 1 60.00989769345992 48.377064651265286 16.0 0.022438 0.16959673413530496 7.073361536406757 0
0 0 1 0 29.26775712839816 7.73913 66.85232616810848 0.04931110713340486 0.10989 2.0 0
